  PID   TID   UID COMM                        CMDLINE                     CMD             LABEL                          STAT  WCHAN 
 1102  1203     0 app_process64               lspd                        HeapTaskDaemon  u:r:su:s0                      S     futex_wait_queue_me
 1102  1204     0 app_process64               lspd                        ReferenceQueueD u:r:su:s0                      S     futex_wait_queue_me
 1102  1205     0 app_process64               lspd                        FinalizerDaemon u:r:su:s0                      S     futex_wait_queue_me
 1102  1206     0 app_process64               lspd                        FinalizerWatchd u:r:su:s0                      S     futex_wait_queue_me
 1102  1224     0 app_process64               lspd                        binder:1102_1   u:r:su:s0                      S     binder_thread_read
 1102  1225     0 app_process64               lspd                        binder:1102_2   u:r:su:s0                      S     binder_thread_read
 1102  1227     0 app_process64               lspd                        binder:1102_3   u:r:su:s0                      S     binder_thread_read
 1102  1231     0 app_process64               lspd                        logcat          u:r:su:s0                      S     __skb_wait_for_more_packets
 1102  1232     0 app_process64               lspd                        watchdog        u:r:su:s0                      S     __arm64_sys_nanosleep
 1102  1234     0 app_process64               lspd                        Thread-2        u:r:su:s0                      S     __skb_wait_for_more_packets
 1102  1235     0 app_process64               lspd                        cache           u:r:su:s0                      S     do_epoll_wait
 1102  1248     0 app_process64               lspd                        binder:1102_4   u:r:su:s0                      S     binder_thread_read
 1102  2678     0 app_process64               lspd                        onPool-worker-1 u:r:su:s0                      S     futex_wait_queue_me
 1102  2679     0 app_process64               lspd                        onPool-worker-2 u:r:su:s0                      S     futex_wait_queue_me
 1102  2680     0 app_process64               lspd                        onPool-worker-4 u:r:su:s0                      S     futex_wait_queue_me
 1102  2681     0 app_process64               lspd                        onPool-worker-5 u:r:su:s0                      S     futex_wait_queue_me
 1102  2684     0 app_process64               lspd                        onPool-worker-7 u:r:su:s0                      S     futex_wait_queue_me
 1102  3136     0 app_process64               lspd                        binder:1102_5   u:r:su:s0                      S     binder_thread_read
 1102  3171     0 app_process64               lspd                        main            u:r:su:s0                      S<    __skb_wait_for_more_packets
 1102  3172     0 app_process64               lspd                        LSPPackageMonit u:r:su:s0                      S     do_epoll_wait
 1102  3209     0 app_process64               lspd                        pool-2-thread-1 u:r:su:s0                      S     futex_wait_queue_me
 1102  4198     0 app_process64               lspd                        pool-1-thread-1 u:r:su:s0                      S     futex_wait_queue_me
 1102  6048     0 app_process64               lspd                        pool-3-thread-1 u:r:su:s0                      S     futex_wait_queue_me
 1102  6055     0 app_process64               lspd                        pool-3-thread-2 u:r:su:s0                      S     futex_wait_queue_me
 1102  6056     0 app_process64               lspd                        pool-3-thread-3 u:r:su:s0                      S     futex_wait_queue_me
 1102  6057     0 app_process64               lspd                        pool-3-thread-4 u:r:su:s0                      S     futex_wait_queue_me
 1102  6058     0 app_process64               lspd                        pool-3-thread-5 u:r:su:s0                      S     futex_wait_queue_me
 1102  6059     0 app_process64               lspd                        pool-3-thread-6 u:r:su:s0                      S     futex_wait_queue_me
 1102  6060     0 app_process64               lspd                        pool-3-thread-7 u:r:su:s0                      S     futex_wait_queue_me
 1102  6061     0 app_process64               lspd                        pool-3-thread-8 u:r:su:s0                      S     futex_wait_queue_me
 1102  8374     0 app_process64               lspd                        onPool-worker-8 u:r:su:s0                      S     futex_wait_queue_me
 1102  9393     0 app_process64               lspd                        binder:1102_6   u:r:su:s0                      S     binder_thread_read
 1102 18636     0 app_process64               lspd                        onPool-worker-9 u:r:su:s0                      S     futex_wait_queue_me
 1268  1268     0 [loop40]                    [loop40]                    loop40          u:r:kernel:s0                  S<    kthread_worker_fn
 1269  1269     0 [jbd2/loop40-8]             [jbd2/loop40-8]             jbd2/loop40-8   u:r:kernel:s0                  S     kjournald2
 1270  1270     0 [ext4-rsv-conver]           [ext4-rsv-conver]           ext4-rsv-conver u:r:kernel:s0                  I<    rescuer_thread
 1296  1296  1000 time_daemon                 /vendor/bin/time_daemon     time_daemon     u:r:vendor_time_daemon:s0      S     futex_wait_queue_me
 1296  1303  1000 time_daemon                 /vendor/bin/time_daemon     time_daemon     u:r:vendor_time_daemon:s0      S     do_sys_poll
 1296  1304  1000 time_daemon                 /vendor/bin/time_daemon     time_daemon     u:r:vendor_time_daemon:s0      S     futex_wait_queue_me
 1296  1305  1000 time_daemon                 /vendor/bin/time_daemon     time_daemon     u:r:vendor_time_daemon:s0      S     futex_wait_queue_me
 1296  1306  1000 time_daemon                 /vendor/bin/time_daemon     time_daemon     u:r:vendor_time_daemon:s0      S     futex_wait_queue_me
 1296  1307  1000 time_daemon                 /vendor/bin/time_daemon     time_daemon     u:r:vendor_time_daemon:s0      S     futex_wait_queue_me
 1296  1308  1000 time_daemon                 /vendor/bin/time_daemon     time_daemon     u:r:vendor_time_daemon:s0      S     futex_wait_queue_me
 1296  1309  1000 time_daemon                 /vendor/bin/time_daemon     time_daemon     u:r:vendor_time_daemon:s0      S     __skb_wait_for_more_packets
 1296  2255  1000 time_daemon                 /vendor/bin/time_daemon     time_daemon     u:r:vendor_time_daemon:s0      S     do_sys_poll
 1297  1297  1001 ipacm                       /system/vendor/bin/ipacm    ipacm           u:r:hal_tetheroffload_default:s0 S   futex_wait_queue_me
 1297  1310  1001 ipacm                       /system/vendor/bin/ipacm    HwBinder:1297_1 u:r:hal_tetheroffload_default:s0 S   binder_thread_read
 1297  1311  1001 ipacm                       /system/vendor/bin/ipacm    ipacm           u:r:hal_tetheroffload_default:s0 S   futex_wait_queue_me
 1297  1312  1001 ipacm                       /system/vendor/bin/ipacm    netlink socket  u:r:hal_tetheroffload_default:s0 S   do_select
 1297  1313  1001 ipacm                       /system/vendor/bin/ipacm    ipa driver ntfy u:r:hal_tetheroffload_default:s0 S   wait_woken
 1332  1332     0 [kworker/7:5-events]        [kworker/7:5-events]        kworker/7:5-events u:r:kernel:s0               I     worker_thread
 1333  1333     0 netd                        /system/bin/netd            binder:1333_4   u:r:netd:s0                    S     binder_thread_read
 1333  1355     0 netd                        /system/bin/netd            netd            u:r:netd:s0                    S     futex_wait_queue_me
 1333  1365     0 netd                        /system/bin/netd            netd            u:r:netd:s0                    S     do_sys_poll
 1333  1366     0 netd                        /system/bin/netd            netd            u:r:netd:s0                    S     do_sys_poll
 1333  1367     0 netd                        /system/bin/netd            netd            u:r:netd:s0                    S     do_sys_poll
 1333  1368     0 netd                        /system/bin/netd            netd            u:r:netd:s0                    S     do_sys_poll
 1333  1369     0 netd                        /system/bin/netd            NFLogListener   u:r:netd:s0                    S     do_sys_poll
 1333  1372     0 netd                        /system/bin/netd            doh-handler     u:r:netd:s0                    S     do_epoll_wait
 1333  1373     0 netd                        /system/bin/netd            netd            u:r:netd:s0                    S     do_sys_poll
 1333  1374     0 netd                        /system/bin/netd            netd            u:r:netd:s0                    S     do_epoll_wait
 1333  1375     0 netd                        /system/bin/netd            binder:1333_1   u:r:netd:s0                    S     binder_thread_read
 1333  1376     0 netd                        /system/bin/netd            binder:1333_2   u:r:netd:s0                    S     do_sys_poll
 1333  1377     0 netd                        /system/bin/netd            binder:1333_3   u:r:netd:s0                    S     binder_thread_read
 1333  1378     0 netd                        /system/bin/netd            binder:1333_4   u:r:netd:s0                    S     binder_thread_read
 1333  1379     0 netd                        /system/bin/netd            HwBinder:1333_1 u:r:netd:s0                    S     binder_thread_read
 1333  7268     0 netd                        /system/bin/netd            TlsVerify_100   u:r:netd:s0                    S     futex_wait_queue_me
 1333  8597     0 netd                        /system/bin/netd            TlsListen_102   u:r:netd:s0                    S     do_sys_poll
 1334  1334     0 app_process64               zygote64                    main            u:r:zygote:s0                  S     do_sys_poll
 1334 19594     0 app_process64               zygote64                    Jit thread pool u:r:zygote:s0                  SN    futex_wait_queue_me
 1334 19595     0 app_process64               zygote64                    HeapTaskDaemon  u:r:zygote:s0                  SN    futex_wait_queue_me
 1334 19596     0 app_process64               zygote64                    ReferenceQueueD u:r:zygote:s0                  SN    futex_wait_queue_me
 1334 19597     0 app_process64               zygote64                    FinalizerDaemon u:r:zygote:s0                  SN    futex_wait_queue_me
 1334 19598     0 app_process64               zygote64                    FinalizerWatchd u:r:zygote:s0                  SN    futex_wait_queue_me
 1335  1335     0 app_process32               zygote                      main            u:r:zygote:s0                  S     do_sys_poll
 1335  5221     0 app_process32               zygote                      Jit thread pool u:r:zygote:s0                  SN    futex_wait_queue_me
 1335  5223     0 app_process32               zygote                      HeapTaskDaemon  u:r:zygote:s0                  SN    futex_wait_queue_me
 1335  5224     0 app_process32               zygote                      ReferenceQueueD u:r:zygote:s0                  SN    futex_wait_queue_me
 1335  5225     0 app_process32               zygote                      FinalizerDaemon u:r:zygote:s0                  SN    futex_wait_queue_me
 1335  5226     0 app_process32               zygote                      FinalizerWatchd u:r:zygote:s0                  SN    futex_wait_queue_me
 1336  1336     0 zygiskd64                   ./bin/zygiskd64             zygiskd64       u:r:su:s0                      S     __skb_wait_for_more_packets
 1339  1339     0 zygiskd32                   ./bin/zygiskd32             zygiskd32       u:r:su:s0                      S     __skb_wait_for_more_packets
 1342  1342     0 [at_usb0]                   [at_usb0]                   at_usb0         u:r:kernel:s0                  I<    rescuer_thread
 1343  1343     0 [at_usb1]                   [at_usb1]                   at_usb1         u:r:kernel:s0                  I<    rescuer_thread
 1344  1344     0 [at_usb2]                   [at_usb2]                   at_usb2         u:r:kernel:s0                  I<    rescuer_thread
 1346  1346     0 [rmnet_ctrl]                [rmnet_ctrl]                rmnet_ctrl      u:r:kernel:s0                  I<    rescuer_thread
 1347  1347     0 [dpl_ctrl]                  [dpl_ctrl]                  dpl_ctrl        u:r:kernel:s0                  I<    rescuer_thread
 1348  1348     0 [qdss]                      [qdss]                      qdss            u:r:kernel:s0                  I<    rescuer_thread
 1349  1349     0 [qdss_mdm]                  [qdss_mdm]                  qdss_mdm        u:r:kernel:s0                  I<    rescuer_thread
 1350  1350     0 [qdss_sw]                   [qdss_sw]                   qdss_sw         u:r:kernel:s0                  I<    rescuer_thread
 1351  1351     0 [ocar_wq]                   [ocar_wq]                   ocar_wq         u:r:kernel:s0                  I<    rescuer_thread
 1353  1353     0 iptables                    /system/bin/iptables-restore --noflush -w -v iptables-restor u:r:netd:s0   S     pipe_read
 1354  1354     0 iptables                    /system/bin/ip6tables-restore --noflush -w -v ip6tables-resto u:r:netd:s0  S     pipe_read
 1389  1389     0 [kworker/u17:5-pil_workqueue] [kworker/u17:5-pil_workqueue] kworker/u17:5-pil_workqueue u:r:kernel:s0  I<    worker_thread
 1390  1390     0 [kworker/u17:6-pil_workqueue] [kworker/u17:6-pil_workqueue] kworker/u17:6-pil_workqueue u:r:kernel:s0  I<    worker_thread
 1391  1391     0 [kworker/u17:7-thermal_passive_wq] [kworker/u17:7-thermal_passive_wq] kworker/u17:7-thermal_passive_wq u:r:kernel:s0 I< worker_thread
 1392  1392     0 [kworker/u17:8-thermal_passive_wq] [kworker/u17:8-thermal_passive_wq] kworker/u17:8-thermal_passive_wq u:r:kernel:s0 I< worker_thread
 1402  1402     0 [kworker/u17:9-kgsl-events] [kworker/u17:9-kgsl-events] kworker/u17:9-kgsl-events u:r:kernel:s0        I<    worker_thread
 1403  1403     0 [kworker/u17:10-pil_workqueue] [kworker/u17:10-pil_workqueue] kworker/u17:10-pil_workqueue u:r:kernel:s0 I<  worker_thread
 1404  1404     0 [kworker/u17:11-pil_workqueue] [kworker/u17:11-pil_workqueue] kworker/u17:11-pil_workqueue u:r:kernel:s0 I<  worker_thread
 1405  1405     0 [kworker/u17:12-pil_workqueue] [kworker/u17:12-pil_workqueue] kworker/u17:12-pil_workqueue u:r:kernel:s0 I<  worker_thread
 1406  1406     0 [kworker/u17:13-kgsl-events] [kworker/u17:13-kgsl-events] kworker/u17:13-kgsl-events u:r:kernel:s0     I<    worker_thread
 1407  1407     0 [kworker/u17:14-pil_workqueue] [kworker/u17:14-pil_workqueue] kworker/u17:14-pil_workqueue u:r:kernel:s0 I<  worker_thread
 1408  1408     0 [kworker/u17:15-pil_workqueue] [kworker/u17:15-pil_workqueue] kworker/u17:15-pil_workqueue u:r:kernel:s0 I<  worker_thread
 1409  1409     0 [kworker/u17:16-pil_workqueue] [kworker/u17:16-pil_workqueue] kworker/u17:16-pil_workqueue u:r:kernel:s0 I<  worker_thread
 1410  1410     0 [kworker/u17:17-pil_workqueue] [kworker/u17:17-pil_workqueue] kworker/u17:17-pil_workqueue u:r:kernel:s0 I<  worker_thread
 1411  1411     0 [kworker/u17:18-thermal_passive_wq] [kworker/u17:18-thermal_passive_wq] kworker/u17:18-thermal_passive_wq u:r:kernel:s0 I< worker_thread
 1412  1412     0 [kworker/u17:19-pil_workqueue] [kworker/u17:19-pil_workqueue] kworker/u17:19-pil_workqueue u:r:kernel:s0 I<  worker_thread
 1413  1413     0 [kworker/u17:20-thermal_passive_wq] [kworker/u17:20-thermal_passive_wq] kworker/u17:20-thermal_passive_wq u:r:kernel:s0 I< worker_thread
 1414  1414     0 [kworker/u17:21-pil_workqueue] [kworker/u17:21-pil_workqueue] kworker/u17:21-pil_workqueue u:r:kernel:s0 I<  worker_thread
 1415  1415     0 [kworker/u17:22-pil_workqueue] [kworker/u17:22-pil_workqueue] kworker/u17:22-pil_workqueue u:r:kernel:s0 I<  worker_thread
 1416  1416     0 [kworker/u17:23-thermal_passive_wq] [kworker/u17:23-thermal_passive_wq] kworker/u17:23-thermal_passive_wq u:r:kernel:s0 I< worker_thread
 1420  1420     0 [kworker/u17:24-thermal_passive_wq] [kworker/u17:24-thermal_passive_wq] kworker/u17:24-thermal_passive_wq u:r:kernel:s0 I< worker_thread
 1421  1421     0 [kworker/u17:25-pil_workqueue] [kworker/u17:25-pil_workqueue] kworker/u17:25-pil_workqueue u:r:kernel:s0 I<  worker_thread
 1449  1449     0 [glink_cdsp]                [glink_cdsp]                glink_cdsp      u:r:kernel:s0                  S     kthread_worker_fn
 1450  1450     0 [qrtr_rx]                   [qrtr_rx]                   qrtr_rx         u:r:kernel:s0                  S     kthread_worker_fn
 1453  1453     0 [glink_adsp]                [glink_adsp]                glink_adsp      u:r:kernel:s0                  S     kthread_worker_fn
 1454  1454     0 [qrtr_rx]                   [qrtr_rx]                   qrtr_rx         u:r:kernel:s0                  S     kthread_worker_fn
 1482  1482     0 [shortc_thread]             [shortc_thread]             shortc_thread   u:r:kernel:s0                  D     shortc_thread_main
 1483  1483     0 [oplus_chg_debug]           [oplus_chg_debug]           oplus_chg_debug u:r:kernel:s0                  I<    rescuer_thread
 1499  1499  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     futex_wait_queue_me
 1499  1516  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1517  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1518  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1519  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1520  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1521  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1522  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1523  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1524  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1525  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1526  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1527  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1528  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1529  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1530  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1531  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1625  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     futex_wait_queue_me
 1499  1626  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1628  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1629  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1630  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1631  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1632  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1633  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1634  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1635  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1636  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1637  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1638  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1639  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1640  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1641  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1642  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1643  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     do_select
 1499  1644  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     futex_wait_queue_me
 1499  1645  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     __skb_wait_for_more_packets
 1499  1646  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1647  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1648  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1649  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1650  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1651  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1652  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1653  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1654  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1655  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1656  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1657  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1658  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1659  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1660  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1661  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     smcinvoke_ioctl
 1499  1679  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     do_sys_poll
 1499  1684  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     __skb_wait_for_more_packets
 1499  1692  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     __skb_wait_for_more_packets
 1499  1693  1000 ssgtzd                      /vendor/bin/ssgtzd          qwes exp        u:r:vendor_ssgtzd:s0           S     futex_wait_queue_me
 1499  1694  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     futex_wait_queue_me
 1499  3175  1000 ssgtzd                      /vendor/bin/ssgtzd          ssgtzd          u:r:vendor_ssgtzd:s0           S     do_sys_poll
 1505  1505     0 [kworker/0:4-pm]            [kworker/0:4-pm]            kworker/0:4-pm  u:r:kernel:s0                  I     worker_thread
 1513  1513     0 [kworker/0:5-rcu_gp]        [kworker/0:5-rcu_gp]        kworker/0:5-rcu_gp u:r:kernel:s0               I     worker_thread
 1515  1515  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service binder:1515_2 u:r:hal_audio_default:s0 S binder_thread_read
 1515  1540  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service vndbinder:1515_ u:r:hal_audio_default:s0 S binder_thread_read
 1515  1541  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service binder:1515_1 u:r:hal_audio_default:s0 S binder_thread_read
 1515  1543  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service vndbinder:1515_ u:r:hal_audio_default:s0 S binder_thread_read
 1515  1544  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service binder:1515_3 u:r:hal_audio_default:s0 S binder_thread_read
 1515  1551  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1515_1 u:r:hal_audio_default:s0 S binder_thread_read
 1515  1552  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1515_2 u:r:hal_audio_default:s0 S binder_thread_read
 1515  2648  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service binder:1515_2 u:r:hal_audio_default:s0 S __skb_wait_for_more_packets
 1515  2651  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service binder:1515_2 u:r:hal_audio_default:s0 S futex_wait_queue_me
 1515  2654  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1515_3 u:r:hal_audio_default:s0 S binder_thread_read
 1515  2658  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1515_2 u:r:hal_audio_default:s0 S do_sys_poll
 1515  2770  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1515_4 u:r:hal_audio_default:s0 S binder_thread_read
 1515  2773  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1515_5 u:r:hal_audio_default:s0 S binder_thread_read
 1515  2774  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1515_6 u:r:hal_audio_default:s0 S binder_thread_read
 1515  2778  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1515_7 u:r:hal_audio_default:s0 S binder_thread_read
 1515  2782  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1515_8 u:r:hal_audio_default:s0 S binder_thread_read
 1515  2786  1041 android.hardware.audio.service /vendor/bin/hw/android.hardware.audio.service HwBinder:1515_9 u:r:hal_audio_default:s0 S binder_thread_read
 1532  1532  1000 android.hidl.allocator@1.0-service /system/system_ext/bin/hw/android.hidl.allocator@1.0-service allocator@1.0-s u:r:hal_allocator_default:s0 S binder_thread_read
 1533  1533  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti bluetooth@1.0-s u:r:hal_bluetooth_default:s0 S binder_thread_read
 1533  5797  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti POSIX timer 0 u:r:hal_bluetooth_default:s0 S do_sigtimedwait
 1533  5800  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti POSIX timer 2 u:r:hal_bluetooth_default:s0 S do_sigtimedwait
 1533  5826  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti POSIX timer 3 u:r:hal_bluetooth_default:s0 S do_sigtimedwait
 1533  5827  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti bluetooth@1.0-s u:r:hal_bluetooth_default:s0 S do_sys_poll
 1533  6070  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti bluetooth@1.0-s u:r:hal_bluetooth_default:s0 S do_select
 1533  6071  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti bluetooth@1.0-s u:r:hal_bluetooth_default:s0 S __skb_wait_for_more_packets
 1533  6080  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti POSIX timer 4 u:r:hal_bluetooth_default:s0 S< do_sigtimedwait
 1533  6081  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti POSIX timer 5 u:r:hal_bluetooth_default:s0 S< do_sigtimedwait
 1533  6082  1002 android.hardware.bluetooth@1.0-service-qti /vendor/bin/hw/android.hardware.bluetooth@1.0-service-qti POSIX timer 6 u:r:hal_bluetooth_default:s0 S do_sigtimedwait
