  PID   TID   UID COMM                        CMDLINE                     CMD             LABEL                          STAT  WCHAN 
16106 16317 10658 app_process64               com.pozitron.hepsiburada    Firebase-Messag u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16318 10658 app_process64               com.pozitron.hepsiburada    Firebase-Messag u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16320 10658 app_process64               com.pozitron.hepsiburada    ProcessStablePh u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16322 10658 app_process64               com.pozitron.hepsiburada    ron.hepsiburada u:r:untrusted_app:s0:c146,c258,c512,c768 S __arm64_sys_nanosleep
16106 16323 10658 app_process64               com.pozitron.hepsiburada    queued-work-loo u:r:untrusted_app:s0:c146,c258,c512,c768 S< do_epoll_wait
16106 16344 10658 app_process64               com.pozitron.hepsiburada    ron.hepsiburada u:r:untrusted_app:s0:c146,c258,c512,c768 S __arm64_sys_nanosleep
16106 16345 10658 app_process64               com.pozitron.hepsiburada    Thread-7        u:r:untrusted_app:s0:c146,c258,c512,c768 S __arm64_sys_nanosleep
16106 16346 10658 app_process64               com.pozitron.hepsiburada    Thread-8        u:r:untrusted_app:s0:c146,c258,c512,c768 S __arm64_sys_nanosleep
16106 16352 10658 app_process64               com.pozitron.hepsiburada    binder:16106_4  u:r:untrusted_app:s0:c146,c258,c512,c768 S binder_thread_read
16106 16426 10658 app_process64               com.pozitron.hepsiburada    pool-20-thread- u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16427 10658 app_process64               com.pozitron.hepsiburada    AsyncTask #7    u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16430 10658 app_process64               com.pozitron.hepsiburada    pool-21-thread- u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16432 10658 app_process64               com.pozitron.hepsiburada    GoogleApiHandle u:r:untrusted_app:s0:c146,c258,c512,c768 SN do_epoll_wait
16106 16446 10658 app_process64               com.pozitron.hepsiburada    CrAsyncTask #1  u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16448 10658 app_process64               com.pozitron.hepsiburada    CrAsyncTask #2  u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16449 10658 app_process64               com.pozitron.hepsiburada    CookieMonsterCl u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16450 10658 app_process64               com.pozitron.hepsiburada    CookieMonsterBa u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16451 10658 app_process64               com.pozitron.hepsiburada    CrAsyncTask #3  u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16452 10658 app_process64               com.pozitron.hepsiburada    Adjust-pool-22- u:r:untrusted_app:s0:c146,c258,c512,c768 S< futex_wait_queue_me
16106 16453 10658 app_process64               com.pozitron.hepsiburada    Adjust-pool-23- u:r:untrusted_app:s0:c146,c258,c512,c768 S< futex_wait_queue_me
16106 16454 10658 app_process64               com.pozitron.hepsiburada    pool-25-thread- u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16461 10658 app_process64               com.pozitron.hepsiburada    DefaultDispatch u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16467 10658 app_process64               com.pozitron.hepsiburada    DefaultDispatch u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16468 10658 app_process64               com.pozitron.hepsiburada    DefaultDispatch u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16469 10658 app_process64               com.pozitron.hepsiburada    DefaultDispatch u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16470 10658 app_process64               com.pozitron.hepsiburada    DefaultDispatch u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16471 10658 app_process64               com.pozitron.hepsiburada    DefaultDispatch u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16472 10658 app_process64               com.pozitron.hepsiburada    DefaultDispatch u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16473 10658 app_process64               com.pozitron.hepsiburada    DefaultDispatch u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16474 10658 app_process64               com.pozitron.hepsiburada    DefaultDispatch u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16475 10658 app_process64               com.pozitron.hepsiburada    DefaultDispatch u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16484 10658 app_process64               com.pozitron.hepsiburada    ConnectivityThr u:r:untrusted_app:s0:c146,c258,c512,c768 S do_epoll_wait
16106 16487 10658 app_process64               com.pozitron.hepsiburada    arch_disk_io_1  u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16486 10658 app_process64               com.pozitron.hepsiburada    arch_disk_io_0  u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16488 10658 app_process64               com.pozitron.hepsiburada    Thread-23       u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16489 10658 app_process64               com.pozitron.hepsiburada    tiktok          u:r:untrusted_app:s0:c146,c258,c512,c768 S do_epoll_wait
16106 16490 10658 app_process64               com.pozitron.hepsiburada    WM.task-1       u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16577 10658 app_process64               com.pozitron.hepsiburada    Adjust-pool-31- u:r:untrusted_app:s0:c146,c258,c512,c768 S< futex_wait_queue_me
16106 16597 10658 app_process64               com.pozitron.hepsiburada    OkHttp Connecti u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16601 10658 app_process64               com.pozitron.hepsiburada    Adjust-pool-32- u:r:untrusted_app:s0:c146,c258,c512,c768 S< futex_wait_queue_me
16106 16611 10658 app_process64               com.pozitron.hepsiburada    Adjust-pool-33- u:r:untrusted_app:s0:c146,c258,c512,c768 S< futex_wait_queue_me
16106 16691 10658 app_process64               com.pozitron.hepsiburada    WM.task-2       u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16698 10658 app_process64               com.pozitron.hepsiburada    WM.task-3       u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16702 10658 app_process64               com.pozitron.hepsiburada    DefaultExecutor u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16733 10658 app_process64               com.pozitron.hepsiburada    WM.task-4       u:r:untrusted_app:s0:c146,c258,c512,c768 S futex_wait_queue_me
16106 16775 10658 app_process64               com.pozitron.hepsiburada    binder:16106_5  u:r:untrusted_app:s0:c146,c258,c512,c768 S binder_thread_read
16141 16141 10811 app_process64               com.roborock.smart          .roborock.smart u:r:untrusted_app:s0:c43,c259,c512,c768 S< do_epoll_wait
16141 16582 10811 app_process64               com.roborock.smart          Signal Catcher  u:r:untrusted_app:s0:c43,c259,c512,c768 S< do_sigtimedwait
16141 16583 10811 app_process64               com.roborock.smart          perfetto_hprof_ u:r:untrusted_app:s0:c43,c259,c512,c768 S< pipe_read
16141 16587 10811 app_process64               com.roborock.smart          Jit thread pool u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16588 10811 app_process64               com.roborock.smart          HeapTaskDaemon  u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16589 10811 app_process64               com.roborock.smart          ReferenceQueueD u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16590 10811 app_process64               com.roborock.smart          FinalizerDaemon u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16591 10811 app_process64               com.roborock.smart          FinalizerWatchd u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16592 10811 app_process64               com.roborock.smart          binder:16141_1  u:r:untrusted_app:s0:c43,c259,c512,c768 S binder_thread_read
16141 16593 10811 app_process64               com.roborock.smart          binder:16141_2  u:r:untrusted_app:s0:c43,c259,c512,c768 S binder_thread_read
16141 16594 10811 app_process64               com.roborock.smart          binder:16141_3  u:r:untrusted_app:s0:c43,c259,c512,c768 S binder_thread_read
16141 16596 10811 app_process64               com.roborock.smart          Profile Saver   u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16607 10811 app_process64               com.roborock.smart          DefaultDispatch u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16619 10811 app_process64               com.roborock.smart          DefaultDispatch u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16620 10811 app_process64               com.roborock.smart          DefaultDispatch u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16621 10811 app_process64               com.roborock.smart          Firebase Backgr u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16623 10811 app_process64               com.roborock.smart          ScionFrontendAp u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16624 10811 app_process64               com.roborock.smart          pool-6-thread-1 u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16625 10811 app_process64               com.roborock.smart          Firebase-Messag u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16626 10811 app_process64               com.roborock.smart          Firebase-Messag u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16628 10811 app_process64               com.roborock.smart          GmsDynamite     u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16629 10811 app_process64               com.roborock.smart          Firebase Backgr u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16630 10811 app_process64               com.roborock.smart          Crashlytics Exc u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16631 10811 app_process64               com.roborock.smart          awaitEvenIfOnMa u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16632 10811 app_process64               com.roborock.smart          lytics.startup1 u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16633 10811 app_process64               com.roborock.smart          Firebase Backgr u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16634 10811 app_process64               com.roborock.smart          GoogleApiHandle u:r:untrusted_app:s0:c43,c259,c512,c768 SN do_epoll_wait
16141 16635 10811 app_process64               com.roborock.smart          Measurement Wor u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16641 10811 app_process64               com.roborock.smart          ProcessStablePh u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16642 10811 app_process64               com.roborock.smart          queued-work-loo u:r:untrusted_app:s0:c43,c259,c512,c768 S< do_epoll_wait
16141 16643 10811 app_process64               com.roborock.smart          AsyncTask #2    u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16645 10811 app_process64               com.roborock.smart          pool-17-thread- u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16647 10811 app_process64               com.roborock.smart          pool-18-thread- u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16648 10811 app_process64               com.roborock.smart          Firebase Backgr u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16649 10811 app_process64               com.roborock.smart          Firebase Blocki u:r:untrusted_app:s0:c43,c259,c512,c768 SN futex_wait_queue_me
16141 16650 10811 app_process64               com.roborock.smart          art/files/rrlog u:r:untrusted_app:s0:c43,c259,c512,c768 S do_epoll_wait
16141 16652 10811 app_process64               com.roborock.smart          CrAsyncTask #1  u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16653 10811 app_process64               com.roborock.smart          CrAsyncTask #2  u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16654 10811 app_process64               com.roborock.smart          CrAsyncTask #3  u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16655 10811 app_process64               com.roborock.smart          CrAsyncTask #4  u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16656 10811 app_process64               com.roborock.smart          Chrome_ProcessL u:r:untrusted_app:s0:c43,c259,c512,c768 S do_epoll_wait
16141 16657 10811 app_process64               com.roborock.smart          GoogleApiHandle u:r:untrusted_app:s0:c43,c259,c512,c768 SN do_epoll_wait
16141 16670 10811 app_process64               com.roborock.smart          PerfettoTrace   u:r:untrusted_app:s0:c43,c259,c512,c768 S do_epoll_wait
16141 16672 10811 app_process64               com.roborock.smart          ThreadPoolServi u:r:untrusted_app:s0:c43,c259,c512,c768 S do_epoll_wait
16141 16673 10811 app_process64               com.roborock.smart          ThreadPoolForeg u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16674 10811 app_process64               com.roborock.smart          ThreadPoolForeg u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16675 10811 app_process64               com.roborock.smart          ThreadPoolForeg u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16676 10811 app_process64               com.roborock.smart          Chrome_IOThread u:r:untrusted_app:s0:c43,c259,c512,c768 S< do_epoll_wait
16141 16677 10811 app_process64               com.roborock.smart          MemoryInfra     u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16679 10811 app_process64               com.roborock.smart          AudioThread     u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16680 10811 app_process64               com.roborock.smart          VideoCaptureThr u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16681 10811 app_process64               com.roborock.smart          ThreadPoolForeg u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16682 10811 app_process64               com.roborock.smart          ThreadPoolForeg u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16683 10811 app_process64               com.roborock.smart          ThreadPoolForeg u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16684 10811 app_process64               com.roborock.smart          NetworkService  u:r:untrusted_app:s0:c43,c259,c512,c768 S do_epoll_wait
16141 16686 10811 app_process64               com.roborock.smart          CookieMonsterCl u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16685 10811 app_process64               com.roborock.smart          CleanupReferenc u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16687 10811 app_process64               com.roborock.smart          CookieMonsterBa u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16688 10811 app_process64               com.roborock.smart          ThreadPoolSingl u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16689 10811 app_process64               com.roborock.smart          DefaultDispatch u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16690 10811 app_process64               com.roborock.smart          DefaultDispatch u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16692 10811 app_process64               com.roborock.smart          VizWebView      u:r:untrusted_app:s0:c43,c259,c512,c768 S< futex_wait_queue_me
16141 16693 10811 app_process64               com.roborock.smart          ConnectivityThr u:r:untrusted_app:s0:c43,c259,c512,c768 S do_epoll_wait
16141 16694 10811 app_process64               com.roborock.smart          WM.task-1       u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16697 10811 app_process64               com.roborock.smart          WM.task-2       u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16699 10811 app_process64               com.roborock.smart          WM.task-3       u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16710 10811 app_process64               com.roborock.smart          Thread #1       u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16721 10811 app_process64               com.roborock.smart          ThreadPoolSingl u:r:untrusted_app:s0:c43,c259,c512,c768 S futex_wait_queue_me
16141 16744 10811 app_process64               com.roborock.smart          CameraAvailabil u:r:untrusted_app:s0:c43,c259,c512,c768 S do_epoll_wait
16141 16751 10811 app_process64               com.roborock.smart          binder:16141_4  u:r:untrusted_app:s0:c43,c259,c512,c768 S binder_thread_read
16141 16771 10811 app_process64               com.roborock.smart          binder:16141_5  u:r:untrusted_app:s0:c43,c259,c512,c768 S binder_thread_read
16141 16960 10811 app_process64               com.roborock.smart          binder:16141_6  u:r:untrusted_app:s0:c43,c259,c512,c768 S binder_thread_read
16227 16227     0 [dsi_err_workq]             [dsi_err_workq]             dsi_err_workq   u:r:kernel:s0                  I<    rescuer_thread
16249 16249     0 [irq/330-touch-0]           [irq/330-touch-0]           irq/330-touch-0 u:r:kernel:s0                  S     irq_thread
16250 16250 10668 app_process64               com.instagram.android:fbns  am.android:fbns u:r:untrusted_app:s0:c156,c258,c512,c768 S<L do_epoll_wait
16250 16282 10668 app_process64               com.instagram.android:fbns  Signal Catcher  u:r:untrusted_app:s0:c156,c258,c512,c768 S<L do_sigtimedwait
16250 16283 10668 app_process64               com.instagram.android:fbns  perfetto_hprof_ u:r:untrusted_app:s0:c156,c258,c512,c768 S<L pipe_read
16250 16308 10668 app_process64               com.instagram.android:fbns  Jit thread pool u:r:untrusted_app:s0:c156,c258,c512,c768 SNL futex_wait_queue_me
16250 16309 10668 app_process64               com.instagram.android:fbns  HeapTaskDaemon  u:r:untrusted_app:s0:c156,c258,c512,c768 SNL futex_wait_queue_me
16250 16310 10668 app_process64               com.instagram.android:fbns  ReferenceQueueD u:r:untrusted_app:s0:c156,c258,c512,c768 SNL futex_wait_queue_me
16250 16311 10668 app_process64               com.instagram.android:fbns  FinalizerDaemon u:r:untrusted_app:s0:c156,c258,c512,c768 SNL futex_wait_queue_me
16250 16312 10668 app_process64               com.instagram.android:fbns  FinalizerWatchd u:r:untrusted_app:s0:c156,c258,c512,c768 SNL futex_wait_queue_me
16250 16313 10668 app_process64               com.instagram.android:fbns  binder:16250_1  u:r:untrusted_app:s0:c156,c258,c512,c768 SL binder_thread_read
16250 16319 10668 app_process64               com.instagram.android:fbns  binder:16250_2  u:r:untrusted_app:s0:c156,c258,c512,c768 SL binder_thread_read
16250 16321 10668 app_process64               com.instagram.android:fbns  binder:16250_3  u:r:untrusted_app:s0:c156,c258,c512,c768 SL binder_thread_read
16250 16324 10668 app_process64               com.instagram.android:fbns  Profile Saver   u:r:untrusted_app:s0:c156,c258,c512,c768 SNL futex_wait_queue_me
16250 16367 10668 app_process64               com.instagram.android:fbns  Lacrima_single_ u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16368 10668 app_process64               com.instagram.android:fbns  ForegroundEntit u:r:untrusted_app:s0:c156,c258,c512,c768 SL do_epoll_wait
16250 16369 10668 app_process64               com.instagram.android:fbns  AsyncQueryMulti u:r:untrusted_app:s0:c156,c258,c512,c768 SL do_epoll_wait
16250 16370 10668 app_process64               com.instagram.android:fbns  pool-6-thread-1 u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16372 10668 app_process64               com.instagram.android:fbns  Lacrima_sender_ u:r:untrusted_app:s0:c156,c258,c512,c768 SNL futex_wait_queue_me
16250 16376 10668 app_process64               com.instagram.android:fbns  ackgroundLooper u:r:untrusted_app:s0:c156,c258,c512,c768 SNL do_epoll_wait
16250 16384 10668 app_process64               com.instagram.android:fbns  android.bg      u:r:untrusted_app:s0:c156,c258,c512,c768 SNL do_epoll_wait
16250 16385 10668 app_process64               com.instagram.android:fbns  IgExecutorSimpl u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16386 10668 app_process64               com.instagram.android:fbns  SWPool1_t1of3   u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16387 10668 app_process64               com.instagram.android:fbns  SWPool1_t2of3   u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16388 10668 app_process64               com.instagram.android:fbns  SWPool1_t3of3   u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16389 10668 app_process64               com.instagram.android:fbns  SWPool2_t1of2   u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16390 10668 app_process64               com.instagram.android:fbns  SWPool2_t2of2   u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16391 10668 app_process64               com.instagram.android:fbns  SWPool3_t1of1   u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16392 10668 app_process64               com.instagram.android:fbns  SWPool4_t1of1   u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16393 10668 app_process64               com.instagram.android:fbns  SWPool5_t1of1   u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16394 10668 app_process64               com.instagram.android:fbns  IgExecutorV2 #1 u:r:untrusted_app:s0:c156,c258,c512,c768 SNL futex_wait_queue_me
16250 16396 10668 app_process64               com.instagram.android:fbns  AsyncTask #1    u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16400 10668 app_process64               com.instagram.android:fbns  GatewayClientDi u:r:untrusted_app:s0:c156,c258,c512,c768 SL do_epoll_wait
16250 16401 10668 app_process64               com.instagram.android:fbns  RetryHandlerThr u:r:untrusted_app:s0:c156,c258,c512,c768 SL do_epoll_wait
16250 16402 10668 app_process64               com.instagram.android:fbns  FileObserver    u:r:untrusted_app:s0:c156,c258,c512,c768 SL wait_woken
16250 16404 10668 app_process64               com.instagram.android:fbns  queued-work-loo u:r:untrusted_app:s0:c156,c258,c512,c768 S<L do_epoll_wait
16250 16420 10668 app_process64               com.instagram.android:fbns  FbnsBroadcastSe u:r:untrusted_app:s0:c156,c258,c512,c768 SL do_epoll_wait
16250 16439 10668 app_process64               com.instagram.android:fbns  pool-7-thread-1 u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16441 10668 app_process64               com.instagram.android:fbns  pool-4-thread-1 u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16455 10668 app_process64               com.instagram.android:fbns  DestructorThrea u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16457 10668 app_process64               com.instagram.android:fbns  am.android:fbns u:r:untrusted_app:s0:c156,c258,c512,c768 S<L futex_wait_queue_me
16250 16458 10668 app_process64               com.instagram.android:fbns  am.android:fbns u:r:untrusted_app:s0:c156,c258,c512,c768 S<L futex_wait_queue_me
16250 16459 10668 app_process64               com.instagram.android:fbns  am.android:fbns u:r:untrusted_app:s0:c156,c258,c512,c768 S<L futex_wait_queue_me
16250 16460 10668 app_process64               com.instagram.android:fbns  am.android:fbns u:r:untrusted_app:s0:c156,c258,c512,c768 S<L futex_wait_queue_me
16250 16462 10668 app_process64               com.instagram.android:fbns  AsyncDataQueue  u:r:untrusted_app:s0:c156,c258,c512,c768 S<L futex_wait_queue_me
16250 16464 10668 app_process64               com.instagram.android:fbns  pool-9-thread-1 u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16465 10668 app_process64               com.instagram.android:fbns  MNSEventLoop    u:r:untrusted_app:s0:c156,c258,c512,c768 SNL do_epoll_wait
16250 16466 10668 app_process64               com.instagram.android:fbns  ConnectivityThr u:r:untrusted_app:s0:c156,c258,c512,c768 SL do_epoll_wait
16250 16504 10668 app_process64               com.instagram.android:fbns  RtiExecutor #1  u:r:untrusted_app:s0:c156,c258,c512,c768 SNL futex_wait_queue_me
16250 16708 10668 app_process64               com.instagram.android:fbns  MultiSignalANRD u:r:untrusted_app:s0:c156,c258,c512,c768 SL do_epoll_wait
16250 16753 10668 app_process64               com.instagram.android:fbns  ProcessAnrError u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16762 10668 app_process64               com.instagram.android:fbns  Lacrima_schedul u:r:untrusted_app:s0:c156,c258,c512,c768 SNL futex_wait_queue_me
16250 16777 10668 app_process64               com.instagram.android:fbns  Lacrima_schedul u:r:untrusted_app:s0:c156,c258,c512,c768 SNL futex_wait_queue_me
16250 16794 10668 app_process64               com.instagram.android:fbns  LacrimaSigquitN u:r:untrusted_app:s0:c156,c258,c512,c768 SL do_sys_poll
16250 16795 10668 app_process64               com.instagram.android:fbns  HybridData Dest u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16930 10668 app_process64               com.instagram.android:fbns  OkHttp Connecti u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16250 16941 10668 app_process64               com.instagram.android:fbns  Okio Watchdog   u:r:untrusted_app:s0:c156,c258,c512,c768 SL futex_wait_queue_me
16351 16351 10826 app_process64               com.shazam.android          .shazam.android u:r:untrusted_app:s0:c58,c259,c512,c768 S do_epoll_wait
16351 16734 10826 app_process64               com.shazam.android          Signal Catcher  u:r:untrusted_app:s0:c58,c259,c512,c768 S< do_sigtimedwait
16351 16735 10826 app_process64               com.shazam.android          perfetto_hprof_ u:r:untrusted_app:s0:c58,c259,c512,c768 S< pipe_read
16351 16737 10826 app_process64               com.shazam.android          Jit thread pool u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16738 10826 app_process64               com.shazam.android          HeapTaskDaemon  u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16739 10826 app_process64               com.shazam.android          ReferenceQueueD u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16740 10826 app_process64               com.shazam.android          FinalizerDaemon u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16741 10826 app_process64               com.shazam.android          FinalizerWatchd u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16742 10826 app_process64               com.shazam.android          binder:16351_1  u:r:untrusted_app:s0:c58,c259,c512,c768 S binder_thread_read
16351 16743 10826 app_process64               com.shazam.android          binder:16351_2  u:r:untrusted_app:s0:c58,c259,c512,c768 S binder_thread_read
16351 16793 10826 app_process64               com.shazam.android          Profile Saver   u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16799 10826 app_process64               com.shazam.android          Firebase-Messag u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16800 10826 app_process64               com.shazam.android          Firebase-Messag u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16801 10826 app_process64               com.shazam.android          Firebase Blocki u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16802 10826 app_process64               com.shazam.android          Firebase Blocki u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16803 10826 app_process64               com.shazam.android          Firebase Blocki u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16804 10826 app_process64               com.shazam.android          Firebase Blocki u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16805 10826 app_process64               com.shazam.android          ScionFrontendAp u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
16351 16807 10826 app_process64               com.shazam.android          Firebase Backgr u:r:untrusted_app:s0:c58,c259,c512,c768 SN futex_wait_queue_me
16351 16808 10826 app_process64               com.shazam.android          pool-14-thread- u:r:untrusted_app:s0:c58,c259,c512,c768 S futex_wait_queue_me
